,Protein 1 ID,P1 name,Protein 2 ID,P2 name,Retained DDIs,Lost DDIs
12085,ENSG00000012048,BRCA1,ENSG00000239306,RBM14,PF00097-PF00076 ; PF00533-PF00076,-
12086,ENSG00000012048,BRCA1,ENSG00000155636,RBM45,PF00097-PF00076 ; PF00533-PF00076,-
12087,ENSG00000012048,BRCA1,ENSG00000177200,CHD9,PF00097-PF00271 ; PF00533-PF00271,-
12088,ENSG00000012048,BRCA1,ENSG00000106263,EIF3B,PF00097-PF00076 ; PF00533-PF00076,-
12089,ENSG00000012048,BRCA1,ENSG00000183765,CHEK2,PF00097-PF00069 ; PF00097-PF00498 ; PF00533-PF00069 ; PF00533-PF00498,-
12090,ENSG00000012048,BRCA1,ENSG00000065413,ANKRD44,PF00097-PF00023 ; PF00533-PF00023,-
12091,ENSG00000012048,BRCA1,ENSG00000096746,HNRNPH3,PF00097-PF00076 ; PF00533-PF00076,-
12092,ENSG00000012048,BRCA1,ENSG00000105146,AURKC,PF00097-PF00069 ; PF00533-PF00069,-
12093,ENSG00000012048,BRCA1,ENSG00000225830,ERCC6,PF00097-PF00271 ; PF00533-PF00271,-
12094,ENSG00000012048,BRCA1,ENSG00000154358,OBSCN,PF00097-PF00069 ; PF00533-PF00069,-
12095,ENSG00000012048,BRCA1,ENSG00000130811,EIF3G,PF00097-PF00076 ; PF00533-PF00076,-
12096,ENSG00000012048,BRCA1,ENSG00000132964,CDK8,PF00097-PF00069 ; PF00533-PF00069,-
12097,ENSG00000012048,BRCA1,ENSG00000023734,STRAP,PF00097-PF00400,-
12098,ENSG00000012048,BRCA1,ENSG00000086758,HUWE1,PF00097-PF00627,-
12099,ENSG00000012048,BRCA1,ENSG00000099995,SF3A1,-,PF00097-PF00240 ; PF13445-PF00240
12100,ENSG00000012048,BRCA1,ENSG00000256683,ZNF350,PF00097-PF00096,-
12101,ENSG00000012048,BRCA1,ENSG00000117222,RBBP5,PF00097-PF00400,-
12102,ENSG00000012048,BRCA1,ENSG00000073282,TP63,PF00533-PF00870,-
12103,ENSG00000012048,BRCA1,ENSG00000115053,NCL,PF00097-PF00076 ; PF00533-PF00076,-
12104,ENSG00000012048,BRCA1,ENSG00000160957,RECQL4,PF00097-PF00271 ; PF00533-PF00271,-
12105,ENSG00000012048,BRCA1,ENSG00000110107,PRPF19,PF00097-PF00400,-
12106,ENSG00000012048,BRCA1,ENSG00000116560,SFPQ,PF00097-PF00076 ; PF00533-PF00076,-
12107,ENSG00000012048,BRCA1,ENSG00000145868,FBXO38,PF00097-PF00646,-
12108,ENSG00000012048,BRCA1,ENSG00000137337,MDC1,PF00097-PF00498 ; PF00533-PF00498,-
12109,ENSG00000012048,BRCA1,ENSG00000054523,KIF1B,PF00097-PF00498 ; PF00533-PF00498,-
12110,ENSG00000012048,BRCA1,ENSG00000078140,UBE2K,PF00097-PF00627 ; PF00097-PF00179,PF13445-PF00179 ; PF15227-PF00179
12111,ENSG00000012048,BRCA1,ENSG00000101266,CSNK2A1,PF00097-PF00069 ; PF00533-PF00069,-
12112,ENSG00000012048,BRCA1,ENSG00000070756,PABPC1,PF00097-PF00076 ; PF00533-PF00076,-
12113,ENSG00000012048,BRCA1,ENSG00000012061,ERCC1,PF00533-PF00633,-
12114,ENSG00000012048,BRCA1,ENSG00000080561,MID2,-,PF13445-PF13445 ; PF15227-PF00643
12115,ENSG00000012048,BRCA1,ENSG00000107890,ANKRD26,PF00097-PF00023 ; PF00533-PF00023,-
12116,ENSG00000012048,BRCA1,ENSG00000136527,TRA2B,PF00097-PF00076 ; PF00533-PF00076,-
12117,ENSG00000012048,BRCA1,ENSG00000005175,RPAP3,PF00097-PF00515,-
12118,ENSG00000012048,BRCA1,ENSG00000092199,HNRNPC,PF00097-PF00076 ; PF00533-PF00076,-
12119,ENSG00000012048,BRCA1,ENSG00000136450,SRSF1,PF00097-PF00076 ; PF00533-PF00076,-
12120,ENSG00000012048,BRCA1,ENSG00000140829,DHX38,PF00097-PF00271 ; PF00533-PF00271,-
12121,ENSG00000012048,BRCA1,ENSG00000197451,HNRNPAB,PF00097-PF00076 ; PF00533-PF00076,-
12122,ENSG00000012048,BRCA1,ENSG00000082516,GEMIN5,PF00097-PF00400,-
12123,ENSG00000012048,BRCA1,ENSG00000178252,WDR6,PF00097-PF00400,-
12124,ENSG00000012048,BRCA1,ENSG00000122218,COPA,PF00097-PF00400,-
12125,ENSG00000012048,BRCA1,ENSG00000004700,RECQL,PF00097-PF00271 ; PF00533-PF00271,-
12126,ENSG00000012048,BRCA1,ENSG00000104824,HNRNPL,PF00097-PF00076 ; PF00533-PF00076,-
12127,ENSG00000012048,BRCA1,ENSG00000131508,UBE2D2,PF00097-PF00179,PF13445-PF00179 ; PF15227-PF00179
12128,ENSG00000012048,BRCA1,ENSG00000197323,TRIM33,-,PF13445-PF13445 ; PF15227-PF00643
12129,ENSG00000012048,BRCA1,ENSG00000166848,TERF2IP,PF00533-PF16589,-
12130,ENSG00000012048,BRCA1,ENSG00000180098,TRNAU1AP,PF00097-PF00076 ; PF00533-PF00076,-
12131,ENSG00000012048,BRCA1,ENSG00000071626,DAZAP1,PF00097-PF00076 ; PF00533-PF00076,-
12132,ENSG00000012048,BRCA1,ENSG00000136485,DCAF7,PF00097-PF00400,-
12133,ENSG00000012048,BRCA1,ENSG00000122566,HNRNPA2B1,PF00097-PF00076 ; PF00533-PF00076,-
12134,ENSG00000012048,BRCA1,ENSG00000138376,BARD1,PF00097-PF14835,PF00533-PF16589
12135,ENSG00000012048,BRCA1,ENSG00000204859,ZBTB48,PF00097-PF00096,-
12136,ENSG00000012048,BRCA1,ENSG00000077380,DYNC1I2,PF00097-PF00400,-
12137,ENSG00000012048,BRCA1,ENSG00000162521,RBBP4,PF00097-PF00400,-
12138,ENSG00000012048,BRCA1,ENSG00000078900,TP73,PF00533-PF00870,-
12139,ENSG00000012048,BRCA1,ENSG00000087586,AURKA,PF00097-PF00069 ; PF00533-PF00069,-
12140,ENSG00000012048,BRCA1,ENSG00000141564,RPTOR,PF00097-PF00400,-
12141,ENSG00000012048,BRCA1,ENSG00000101966,XIAP,PF00097-PF00653,-
12142,ENSG00000012048,BRCA1,ENSG00000106829,TLE4,PF00097-PF00400,-
12143,ENSG00000012048,BRCA1,ENSG00000075975,MKRN2,PF00097-PF00097 ; PF00533-PF00097,-
12144,ENSG00000012048,BRCA1,ENSG00000101811,CSTF2,PF00097-PF00076 ; PF00533-PF00076,-
12145,ENSG00000012048,BRCA1,ENSG00000090621,PABPC4,PF00097-PF00076 ; PF00533-PF00076,-
12146,ENSG00000012048,BRCA1,ENSG00000006062,MAP3K14,PF00097-PF00069 ; PF00533-PF00069,-
12147,ENSG00000012048,BRCA1,ENSG00000136807,CDK9,PF00097-PF00069 ; PF00533-PF00069,-
12148,ENSG00000012048,BRCA1,ENSG00000166483,WEE1,PF00097-PF00069 ; PF00533-PF00069,-
12149,ENSG00000012048,BRCA1,ENSG00000204628,RACK1,PF00097-PF00400,-
12150,ENSG00000012048,BRCA1,ENSG00000135446,CDK4,PF00097-PF00069 ; PF00533-PF00069,-
12151,ENSG00000012048,BRCA1,ENSG00000177889,UBE2N,PF00097-PF00179,PF13445-PF00179 ; PF15227-PF00179
12152,ENSG00000012048,BRCA1,ENSG00000094914,AAAS,PF00097-PF00400,-
12153,ENSG00000012048,BRCA1,ENSG00000138385,SSB,PF00097-PF00076 ; PF00533-PF00076,-
12154,ENSG00000012048,BRCA1,ENSG00000138668,HNRNPD,PF00097-PF00076 ; PF00533-PF00076,-
12155,ENSG00000012048,BRCA1,ENSG00000103275,UBE2I,PF00097-PF00179,PF13445-PF00179 ; PF15227-PF00179
12156,ENSG00000012048,BRCA1,ENSG00000152795,HNRNPDL,PF00097-PF00076 ; PF00533-PF00076,-
12157,ENSG00000012048,BRCA1,ENSG00000198300,PEG3,PF00097-PF00096,-
12158,ENSG00000012048,BRCA1,ENSG00000147601,TERF1,PF00533-PF00249,-
12159,ENSG00000012048,BRCA1,ENSG00000102882,MAPK3,PF00097-PF00069 ; PF00533-PF00069,-
12160,ENSG00000012048,BRCA1,ENSG00000170144,HNRNPA3,PF00097-PF00076 ; PF00533-PF00076,-
12161,ENSG00000012048,BRCA1,ENSG00000102054,RBBP7,PF00097-PF00400,-
12162,ENSG00000012048,BRCA1,ENSG00000104320,NBN,PF00097-PF00498 ; PF00533-PF00498,-
12163,ENSG00000012048,BRCA1,ENSG00000011304,PTBP1,PF00097-PF00076 ; PF00533-PF00076,-
12164,ENSG00000012048,BRCA1,ENSG00000182481,KPNA2,PF00533-PF01749,-
12165,ENSG00000012048,BRCA1,ENSG00000204713,TRIM27,-,PF15227-PF00643
12166,ENSG00000012048,BRCA1,ENSG00000177733,HNRNPA0,PF00097-PF00076 ; PF00533-PF00076,-
12167,ENSG00000012048,BRCA1,ENSG00000169710,FASN,PF00097-PF00107,-
12168,ENSG00000012048,BRCA1,ENSG00000143799,PARP1,PF00097-PF00533 ; PF00533-PF00644 ; PF00533-PF00533,-
12169,ENSG00000012048,BRCA1,ENSG00000139613,SMARCC2,PF00533-PF00249,-
12170,ENSG00000012048,BRCA1,ENSG00000270647,TAF15,PF00097-PF00641 ; PF00097-PF00076 ; PF00533-PF00076,-
12171,ENSG00000012048,BRCA1,ENSG00000089737,DDX24,PF00097-PF00271 ; PF00533-PF00271,-
12172,ENSG00000012048,BRCA1,ENSG00000163462,TRIM46,-,PF13445-PF13445 ; PF15227-PF00643
12173,ENSG00000012048,BRCA1,ENSG00000135945,REV1,PF00533-PF16589,-
12174,ENSG00000012048,BRCA1,ENSG00000135829,DHX9,PF00097-PF00271 ; PF00533-PF00271,-
12175,ENSG00000012048,BRCA1,ENSG00000169813,HNRNPF,PF00097-PF00076 ; PF00533-PF00076,-
12176,ENSG00000012048,BRCA1,ENSG00000185651,UBE2L3,PF00097-PF00179,PF13445-PF00179 ; PF15227-PF00179
12177,ENSG00000012048,BRCA1,ENSG00000072274,TFRC,PF00097-PF02225,-
12178,ENSG00000012048,BRCA1,ENSG00000140464,PML,-,PF15227-PF00643
12179,ENSG00000012048,BRCA1,ENSG00000170312,CDK1,PF00097-PF00069 ; PF00533-PF00069,-
12180,ENSG00000012048,BRCA1,ENSG00000071794,HLTF,PF00097-PF00271 ; PF00533-PF00271,-
12181,ENSG00000012048,BRCA1,ENSG00000078687,TNRC6C,PF00097-PF00627 ; PF00097-PF00076 ; PF00533-PF00076,-
12182,ENSG00000012048,BRCA1,ENSG00000095951,HIVEP1,PF00097-PF00096,-
12183,ENSG00000012048,BRCA1,ENSG00000012048,BRCA1,PF00097-PF00097 ; PF00097-PF00533 ; PF00533-PF00097 ; PF00533-PF00533,PF13445-PF13445
12184,ENSG00000012048,BRCA1,ENSG00000035928,RFC1,PF00097-PF00533 ; PF00533-PF00533,-
12185,ENSG00000012048,BRCA1,ENSG00000103657,HERC1,-,PF00097-PF00400
12186,ENSG00000012048,BRCA1,ENSG00000122779,TRIM24,-,PF15227-PF00643
12187,ENSG00000012048,BRCA1,ENSG00000109606,DHX15,PF00097-PF00271 ; PF00533-PF00271,-
12188,ENSG00000012048,BRCA1,ENSG00000111641,NOP2,PF00533-PF01189,-
12189,ENSG00000012048,BRCA1,ENSG00000080503,SMARCA2,PF00097-PF00271 ; PF00533-PF00271,-
12190,ENSG00000012048,BRCA1,ENSG00000134058,CDK7,PF00097-PF00069 ; PF00533-PF00069,-
12191,ENSG00000012048,BRCA1,ENSG00000168439,STIP1,PF00097-PF00515,-
12192,ENSG00000012048,BRCA1,ENSG00000157540,DYRK1A,PF00097-PF00069 ; PF00533-PF00069,-
12193,ENSG00000012048,BRCA1,ENSG00000187555,USP7,PF00097-PF00917,-
12194,ENSG00000012048,BRCA1,ENSG00000273802,H2BC8,PF00097-PF00125 ; PF00533-PF00125,-
12195,ENSG00000012048,BRCA1,ENSG00000127616,SMARCA4,PF00097-PF00271 ; PF00533-PF00271,-
12196,ENSG00000012048,BRCA1,ENSG00000099381,SETD1A,PF00097-PF00076 ; PF00533-PF00076,-
12197,ENSG00000012048,BRCA1,ENSG00000051596,THOC3,PF00097-PF00400,-
12198,ENSG00000012048,BRCA1,ENSG00000125970,RALY,PF00097-PF00076 ; PF00533-PF00076,-
12199,ENSG00000012048,BRCA1,ENSG00000114742,WDR48,PF00097-PF00400,-
12200,ENSG00000012048,BRCA1,ENSG00000183751,TBL3,PF00097-PF00400,-
12201,ENSG00000012048,BRCA1,ENSG00000130726,TRIM28,-,PF15227-PF00643
12202,ENSG00000012048,BRCA1,ENSG00000165732,DDX21,PF00097-PF00271 ; PF00533-PF00271,-
12203,ENSG00000012048,BRCA1,ENSG00000154237,LRRK1,-,PF00097-PF00069 ; PF00533-PF00069
12204,ENSG00000012048,BRCA1,ENSG00000187790,FANCM,PF00097-PF00271 ; PF00533-PF00271,-
12205,ENSG00000012048,BRCA1,ENSG00000125944,HNRNPR,PF00097-PF00076 ; PF00533-PF00076,-
12206,ENSG00000012048,BRCA1,ENSG00000169045,HNRNPH1,PF00097-PF00076 ; PF00533-PF00076,-
12207,ENSG00000012048,BRCA1,ENSG00000072401,UBE2D1,PF00097-PF00179,PF13445-PF00179 ; PF15227-PF00179
12208,ENSG00000012048,BRCA1,ENSG00000114853,ZBTB47,PF00097-PF00096,-
12209,ENSG00000012048,BRCA1,ENSG00000155428,STAG3L3,-,PF13445-PF13445 ; PF15227-PF00643
12210,ENSG00000012048,BRCA1,ENSG00000102935,ZNF423,PF00097-PF00096,-
12211,ENSG00000012048,BRCA1,ENSG00000176444,CLK2,PF00097-PF00069 ; PF00533-PF00069,-
12212,ENSG00000012048,BRCA1,ENSG00000188486,H2AX,PF00097-PF00125 ; PF00533-PF00125,-
12213,ENSG00000012048,BRCA1,ENSG00000153147,SMARCA5,PF00097-PF00271 ; PF00533-PF00271,-
12214,ENSG00000012048,BRCA1,ENSG00000095015,MAP3K1,PF00097-PF00069 ; PF00533-PF00069,-
12215,ENSG00000012048,BRCA1,ENSG00000100030,MAPK1,PF00097-PF00069 ; PF00533-PF00069,-
12216,ENSG00000012048,BRCA1,ENSG00000112029,FBXO5,PF00097-PF00646,-
12217,ENSG00000012048,BRCA1,ENSG00000184432,COPB2,PF00097-PF00400,-
12218,ENSG00000012048,BRCA1,ENSG00000154359,LONRF1,-,PF13445-PF13445
12219,ENSG00000012048,BRCA1,ENSG00000135486,HNRNPA1,PF00097-PF00076 ; PF00533-PF00076,-
12220,ENSG00000012048,BRCA1,ENSG00000142208,AKT1,PF00097-PF00069 ; PF00533-PF00069,-
12221,ENSG00000012048,BRCA1,ENSG00000123064,DDX54,PF00097-PF00271 ; PF00533-PF00271,-
12222,ENSG00000012048,BRCA1,ENSG00000107854,TNKS2,PF00097-PF00023 ; PF00533-PF00644 ; PF00533-PF00023,-
12223,ENSG00000012048,BRCA1,ENSG00000106344,RBM28,PF00097-PF00076 ; PF00533-PF00076,-
12224,ENSG00000012048,BRCA1,ENSG00000197299,BLM,PF00097-PF00271 ; PF00533-PF00271,-
12225,ENSG00000012048,BRCA1,ENSG00000204435,CSNK2B,PF00533-PF01214,-
12226,ENSG00000012048,BRCA1,ENSG00000113648,MACROH2A1,PF00097-PF00125 ; PF00533-PF00125,-
12227,ENSG00000012048,BRCA1,ENSG00000157020,SEC13,PF00097-PF00400,-
12228,ENSG00000012048,BRCA1,ENSG00000170142,UBE2E1,PF00097-PF00179,PF13445-PF00179 ; PF15227-PF00179
12229,ENSG00000012048,BRCA1,ENSG00000089280,FUS,PF00097-PF00641 ; PF00097-PF00076 ; PF00533-PF00076,-
12230,ENSG00000012048,BRCA1,ENSG00000109332,UBE2D3,PF00097-PF00179,PF13445-PF00179 ; PF15227-PF00179
12231,ENSG00000012048,BRCA1,ENSG00000196363,WDR5,PF00097-PF00400,-
12232,ENSG00000012048,BRCA1,ENSG00000173273,TNKS,PF00097-PF00023 ; PF00533-PF00023 ; PF00533-PF00644,-
12233,ENSG00000012048,BRCA1,ENSG00000174243,DDX23,PF00097-PF00271 ; PF00533-PF00271,-
12234,ENSG00000012048,BRCA1,ENSG00000102225,CDK16,PF00097-PF00069 ; PF00533-PF00069,-
12235,ENSG00000012048,BRCA1,ENSG00000170035,UBE2E3,PF00097-PF00179,PF13445-PF00179 ; PF15227-PF00179
12236,ENSG00000012048,BRCA1,ENSG00000099783,HNRNPM,PF00097-PF00076 ; PF00533-PF00076,-
12237,ENSG00000012048,BRCA1,ENSG00000145349,CAMK2D,PF00097-PF00069 ; PF00533-PF00069,-
12238,ENSG00000012048,BRCA1,ENSG00000203811,H3C14,PF00097-PF00125 ; PF00533-PF00125,-
12239,ENSG00000012048,BRCA1,ENSG00000151923,TIAL1,PF00097-PF00076 ; PF00533-PF00076,-
12240,ENSG00000012048,BRCA1,ENSG00000166529,ZSCAN21,PF00097-PF00096,-
12241,ENSG00000012048,BRCA1,ENSG00000075856,SART3,PF00097-PF00076 ; PF00533-PF00076,-
12242,ENSG00000012048,BRCA1,ENSG00000108469,RECQL5,PF00097-PF00271 ; PF00533-PF00271,-
12243,ENSG00000012048,BRCA1,ENSG00000149806,FAU,PF00097-PF00240,PF13445-PF00240
12244,ENSG00000012048,BRCA1,ENSG00000156976,EIF4A2,PF00097-PF00271 ; PF00533-PF00271,-
12245,ENSG00000012048,BRCA1,ENSG00000162191,UBXN1,PF00097-PF00627,-
12246,ENSG00000012048,BRCA1,ENSG00000111605,CPSF6,PF00097-PF00076 ; PF00533-PF00076,-
12247,ENSG00000012048,BRCA1,ENSG00000126945,HNRNPH2,PF00097-PF00076 ; PF00533-PF00076,-
12248,ENSG00000012048,BRCA1,ENSG00000124789,NUP153,PF00097-PF00641,-
12249,ENSG00000012048,BRCA1,ENSG00000147316,MCPH1,PF00533-PF16589,-
12250,ENSG00000077782,FGFR1,ENSG00000116106,EPHA4,PF07714-PF14575 ; PF07714-PF07714 ; PF00047-PF00041 ; PF07679-PF00041,-
12251,ENSG00000077782,FGFR1,ENSG00000196526,AFAP1,PF07714-PF00169,-
12252,ENSG00000077782,FGFR1,ENSG00000070193,FGF10,-,PF07679-PF00167
12253,ENSG00000077782,FGFR1,ENSG00000087266,SH3BP2,PF07714-PF00169 ; PF07714-PF00017 ; PF00047-PF00017,-
12254,ENSG00000077782,FGFR1,ENSG00000168610,STAT3,PF07714-PF00017 ; PF00047-PF00017,-
12255,ENSG00000077782,FGFR1,ENSG00000141968,VAV1,PF07714-PF00017 ; PF07714-PF00018 ; PF07714-PF00169 ; PF07714-PF00307 ; PF00047-PF00017 ; PF00047-PF00018 ; PF00047-PF00307,-
12256,ENSG00000077782,FGFR1,ENSG00000102678,FGF9,PF07679-PF00167,-
12257,ENSG00000077782,FGFR1,ENSG00000197943,PLCG2,PF07714-PF00017 ; PF07714-PF00018 ; PF00047-PF00017 ; PF00047-PF00018,-
12258,ENSG00000077782,FGFR1,ENSG00000188175,HEPACAM2,PF00047-PF13927 ; PF07679-PF13927,-
12259,ENSG00000077782,FGFR1,ENSG00000144566,RAB5A,PF07714-PF00071,-
12260,ENSG00000077782,FGFR1,ENSG00000077782,FGFR1,PF07714-PF07714 ; PF00047-PF00047 ; PF00047-PF07679 ; PF07679-PF00047 ; PF07679-PF07679 ; PF18123-PF18123,-
12261,ENSG00000077782,FGFR1,ENSG00000149294,NCAM1,PF00047-PF07679 ; PF00047-PF13927 ; PF00047-PF00041 ; PF07679-PF07679 ; PF07679-PF13927 ; PF07679-PF00041,-
12262,ENSG00000077782,FGFR1,ENSG00000169291,SHE,PF07714-PF00017 ; PF00047-PF00017,-
12263,ENSG00000077782,FGFR1,ENSG00000126500,AP006333.1,PF00047-PF13855 ; PF00047-PF01462 ; PF07679-PF13855,-
12264,ENSG00000077782,FGFR1,ENSG00000160691,SHC1,PF07714-PF00017 ; PF00047-PF00017,-
12265,ENSG00000077782,FGFR1,ENSG00000075785,RAB7A,PF07714-PF00071,-
12266,ENSG00000077782,FGFR1,ENSG00000163513,TGFBR2,PF07714-PF07714,-
12267,ENSG00000077782,FGFR1,ENSG00000124181,PLCG1,PF07714-PF00018 ; PF07714-PF00017 ; PF00047-PF00018 ; PF00047-PF00017,-
12268,ENSG00000077782,FGFR1,ENSG00000109458,GAB1,PF07714-PF00169,-
12269,ENSG00000077782,FGFR1,ENSG00000147324,MFHAS1,PF00047-PF13855 ; PF07679-PF13855,-
12270,ENSG00000077782,FGFR1,ENSG00000158092,NCK1,PF07714-PF00018 ; PF07714-PF14604 ; PF07714-PF00017 ; PF00047-PF00018 ; PF00047-PF00017,-
12271,ENSG00000077782,FGFR1,ENSG00000105647,PIK3R2,PF07714-PF00017 ; PF00047-PF00017,-
12272,ENSG00000077782,FGFR1,ENSG00000204305,AGER,PF00047-PF08205 ; PF00047-PF13895 ; PF00047-PF00047 ; PF07679-PF08205 ; PF07679-PF13895 ; PF07679-PF00047,PF00047-PF13927 ; PF07679-PF13927
12273,ENSG00000077782,FGFR1,ENSG00000166257,SCN3B,PF00047-PF07686 ; PF07679-PF07686,-
12274,ENSG00000077782,FGFR1,ENSG00000065361,ERBB3,PF07714-PF00757 ; PF07714-PF07714,-
12275,ENSG00000077782,FGFR1,ENSG00000167193,CRK,PF07714-PF00018 ; PF07714-PF00017 ; PF00047-PF00018 ; PF00047-PF00017,-
12276,ENSG00000077782,FGFR1,ENSG00000129472,RAB2B,PF07714-PF00071,-
12277,ENSG00000077782,FGFR1,ENSG00000196396,PTPN1,PF07714-PF00102 ; PF00047-PF00102,-
12278,ENSG00000077782,FGFR1,ENSG00000104998,IL27RA,PF00047-PF00041 ; PF07679-PF00041,-
12279,ENSG00000077782,FGFR1,ENSG00000145675,PIK3R1,PF07714-PF00017 ; PF00047-PF00017,-
12280,ENSG00000077782,FGFR1,ENSG00000177189,RPS6KA3,PF07714-PF00069 ; PF00047-PF00069 ; PF07679-PF00069,-
12281,ENSG00000077782,FGFR1,ENSG00000007312,CD79B,PF00047-PF07686 ; PF07679-PF07686,-
12282,ENSG00000077782,FGFR1,ENSG00000142208,AKT1,PF07714-PF00169 ; PF07714-PF00069 ; PF00047-PF00069 ; PF07679-PF00069,-
12283,ENSG00000077782,FGFR1,ENSG00000138685,FGF2,PF07679-PF00167,-
12284,ENSG00000077782,FGFR1,ENSG00000155926,SLA,PF07714-PF00018 ; PF07714-PF00017 ; PF00047-PF00018 ; PF00047-PF00017,-
12285,ENSG00000077782,FGFR1,ENSG00000185236,RAB11B,PF07714-PF00071,-
12286,ENSG00000077782,FGFR1,ENSG00000113721,PDGFRB,PF07714-PF07714 ; PF00047-PF13927 ; PF00047-PF00047 ; PF00047-PF07679 ; PF07679-PF13927 ; PF07679-PF00047 ; PF07679-PF07679,-
12287,ENSG00000077782,FGFR1,ENSG00000117676,RPS6KA1,PF07714-PF00069 ; PF00047-PF00069 ; PF07679-PF00069,-
12288,ENSG00000077782,FGFR1,ENSG00000176105,YES1,PF07714-PF00017 ; PF07714-PF00018 ; PF07714-PF07714 ; PF00047-PF00017 ; PF00047-PF00018,-
12289,ENSG00000077782,FGFR1,ENSG00000116473,RAP1A,PF07714-PF00071,-
12290,ENSG00000077782,FGFR1,ENSG00000141736,ERBB2,PF07714-PF00757 ; PF07714-PF07714,-
12291,ENSG00000077782,FGFR1,ENSG00000061938,TNK2,PF07714-PF07714 ; PF07714-PF14604,-
12292,ENSG00000077782,FGFR1,ENSG00000184009,ACTG1,PF07679-PF00022,-
12293,ENSG00000077782,FGFR1,ENSG00000198910,L1CAM,PF00047-PF13927 ; PF00047-PF00041 ; PF00047-PF07679 ; PF07679-PF13927 ; PF07679-PF00041 ; PF07679-PF07679,-
12294,ENSG00000077782,FGFR1,ENSG00000104870,FCGRT,PF00047-PF07654 ; PF00047-PF00129,-
12295,ENSG00000077782,FGFR1,ENSG00000136807,CDK9,PF07714-PF00069 ; PF00047-PF00069 ; PF07679-PF00069,-
12296,ENSG00000077782,FGFR1,ENSG00000139998,RAB15,PF07714-PF00071,-
12297,ENSG00000077782,FGFR1,ENSG00000170382,LRRN2,PF00047-PF07679 ; PF00047-PF13855 ; PF07679-PF07679 ; PF07679-PF13855,-
12298,ENSG00000077782,FGFR1,ENSG00000143632,ACTA1,PF07679-PF00022,-
12299,ENSG00000077782,FGFR1,ENSG00000123595,RAB9A,PF07714-PF00071,-
12300,ENSG00000077782,FGFR1,ENSG00000111077,TNS2,PF07714-PF00017 ; PF00047-PF00017,-
12301,ENSG00000077782,FGFR1,ENSG00000167461,RAB8A,PF07714-PF00071,-
12302,ENSG00000114767,RRP9,ENSG00000164934,DCAF13,PF00400-PF00400,-
12303,ENSG00000114767,RRP9,ENSG00000101266,CSNK2A1,PF00400-PF00069,-
12304,ENSG00000114767,RRP9,ENSG00000131652,THOC6,PF00400-PF00400,-
12305,ENSG00000114767,RRP9,ENSG00000174720,LARP7,PF00400-PF00076,-
12306,ENSG00000114767,RRP9,ENSG00000135870,RC3H1,PF00400-PF00642,-
12307,ENSG00000114767,RRP9,ENSG00000089280,FUS,PF00400-PF00076,-
12308,ENSG00000114767,RRP9,ENSG00000183751,TBL3,PF00400-PF00400,-
12309,ENSG00000114767,RRP9,ENSG00000241945,PWP2,-,PF00400-PF00400
12310,ENSG00000114767,RRP9,ENSG00000164548,TRA2A,PF00400-PF00076,-
12311,ENSG00000114767,RRP9,ENSG00000044090,CUL7,PF00400-PF00888,-
12312,ENSG00000114767,RRP9,ENSG00000130810,PPAN,PF00400-PF04427,-
12313,ENSG00000114767,RRP9,ENSG00000134987,WDR36,PF00400-PF12894 ; PF00400-PF00400,-
12314,ENSG00000122420,PTGFR,ENSG00000122420,PTGFR,PF00001-PF00001,-
12315,ENSG00000122420,PTGFR,ENSG00000144891,AGTR1,PF00001-PF00001,-
12316,ENSG00000183020,AP2A2,ENSG00000196961,AP2A1,PF01602-PF02883 ; PF01602-PF01602 ; PF02883-PF02883 ; PF02883-PF02296 ; PF02883-PF01602 ; PF02296-PF02883,-
12317,ENSG00000183020,AP2A2,ENSG00000042753,AP2S1,PF01602-PF01217 ; PF02883-PF01217,-
12318,ENSG00000183020,AP2A2,ENSG00000141367,CLTC,PF01602-PF00637,-
12319,ENSG00000183020,AP2A2,ENSG00000100280,AP1B1,PF01602-PF02883 ; PF01602-PF01602 ; PF02883-PF09066 ; PF02883-PF02883 ; PF02883-PF01602 ; PF02296-PF02883,-
12320,ENSG00000183020,AP2A2,ENSG00000160957,RECQL4,PF01602-PF00270,-
12321,ENSG00000183020,AP2A2,ENSG00000006125,AP2B1,PF01602-PF01602 ; PF01602-PF02883 ; PF02883-PF01602 ; PF02883-PF09066 ; PF02883-PF02883 ; PF02296-PF02883,-
12322,ENSG00000183020,AP2A2,ENSG00000161203,AP2M1,PF01602-PF01217 ; PF01602-PF00928 ; PF02883-PF01217 ; PF02883-PF00928,-
12323,ENSG00000130770,ATP5IF1,ENSG00000110955,ATP5F1B,PF04568-PF00006,-
12324,ENSG00000130770,ATP5IF1,ENSG00000165629,ATP5F1C,PF04568-PF00231,-
12325,ENSG00000165283,STOML2,ENSG00000215021,PHB2,PF01145-PF01145,-
12326,ENSG00000165283,STOML2,ENSG00000148175,STOM,PF01145-PF01145,-
12327,ENSG00000165283,STOML2,ENSG00000167085,PHB,PF01145-PF01145,-
12328,ENSG00000168758,SEMA4C,ENSG00000155659,VSIG4,PF01403-PF07686,-
12329,ENSG00000278845,MRPL45,ENSG00000143314,MRPL24,PF04280-PF17136,-
12330,ENSG00000164162,ANAPC10,ENSG00000004897,CDC27,PF03256-PF00515 ; PF03256-PF13181,-
12331,ENSG00000164162,ANAPC10,ENSG00000094880,CDC23,PF03256-PF13181,-
12332,ENSG00000099992,TBC1D10A,ENSG00000133703,KRAS,PF00566-PF00071,-
